,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
670,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",tanh,sgd,0.89,40.0,59.0
671,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
672,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",relu,adam,0.88,4.0,64.0
673,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",relu,sgd,0.89,8.0,61.0
674,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",relu,lbfgs,0.89,7.0,65.0
675,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",tanh,adam,0.89,5.0,63.0
676,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",tanh,sgd,0.89,13.0,63.0
677,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
678,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",relu,adam,0.89,3.0,65.0
679,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",relu,sgd,0.89,5.0,61.0
680,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",relu,lbfgs,0.89,6.0,65.0
681,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",tanh,adam,0.88,2.0,59.0
682,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",tanh,sgd,0.89,6.0,61.0
683,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
684,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",relu,adam,0.85,36.0,64.0
685,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.88,36.0,61.0
686,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.8,7.0,55.0
687,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.8400000000000001,29.0,62.0
688,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.88,33.0,59.0
689,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
690,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",relu,adam,0.89,8.0,70.0
691,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.89,16.0,68.0
692,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.8,6.0,55.0
693,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.87,10.0,61.0
694,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.89,17.0,61.0
695,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
696,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",relu,adam,0.89,3.0,61.0
697,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.88,5.0,57.0
698,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.8,6.0,55.0
699,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.89,5.0,59.0
700,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.86,8.0,54.0
701,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.89,15.0,57.0
702,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",relu,adam,0.89,13.0,64.0
703,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.89,35.0,70.0
704,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.8,7.0,55.0
705,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.89,10.0,67.0
706,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.89,41.0,65.0
707,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
708,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",relu,adam,0.88,6.0,63.0
709,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.88,8.0,60.0
710,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.8,6.0,55.0
711,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.85,6.0,66.0
712,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.89,12.0,64.0
713,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
714,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",relu,adam,0.89,2.0,63.0
715,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.89,4.0,64.0
716,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.8,6.0,55.0
717,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.89,3.0,60.0
718,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.89,6.0,63.0
719,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
720,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.89,55.0,66.0
721,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.88,78.0,63.0
722,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.03,163.0,58.0
723,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.86,28.0,59.0
724,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.8300000000000001,74.0,62.0
725,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.77,66.0,57.0
726,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.89,15.0,64.0
727,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.87,34.0,63.0
728,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.03,162.0,58.0
729,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.8400000000000001,20.0,60.0
730,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.8400000000000001,66.0,63.0
731,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.77,66.0,57.0
732,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.8300000000000001,5.0,66.0
733,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.89,25.0,65.0
734,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.03,163.0,58.0
735,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.88,15.0,63.0
736,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.88,68.0,62.0
737,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.77,65.0,57.0
738,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.89,20.0,63.0
739,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.89,76.0,65.0
740,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.03,163.0,58.0
741,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.89,24.0,62.0
742,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.88,66.0,61.0
743,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.77,65.0,57.0
744,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.89,11.0,65.0
745,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.89,37.0,68.0
746,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.03,163.0,58.0
747,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.88,7.0,59.0
748,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.8400000000000001,41.0,61.0
749,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.77,64.0,57.0
750,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.88,3.0,65.0
751,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.8400000000000001,15.0,65.0
752,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.03,165.0,58.0
753,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.88,9.0,61.0
754,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.77,38.0,60.0
755,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.77,66.0,57.0
756,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.77,28.0,64.0
757,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.8300000000000001,75.0,65.0
758,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.05,141.0,57.0
759,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.86,39.0,63.0
760,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.88,90.0,65.0
761,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.5,64.0,61.0
762,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.87,17.0,67.0
763,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.77,39.0,64.0
764,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.05,141.0,57.0
765,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.8200000000000001,12.0,59.0
766,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.87,68.0,66.0
767,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.5,64.0,61.0
768,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.8300000000000001,5.0,64.0
769,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.88,28.0,62.0
770,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.05,138.0,57.0
771,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.88,15.0,60.0
772,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.89,52.0,67.0
773,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.5,63.0,61.0
774,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.89,22.0,65.0
775,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.89,71.0,69.0
776,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.05,141.0,57.0
777,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.89,18.0,58.0
778,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.88,80.0,65.0
779,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.5,65.0,61.0
780,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.89,7.0,65.0
781,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.89,34.0,66.0
782,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.05,140.0,57.0
783,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.89,14.0,62.0
784,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.8400000000000001,38.0,64.0
785,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.5,64.0,61.0
786,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.89,4.0,65.0
787,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.86,18.0,66.0
788,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.05,140.0,57.0
789,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.89,8.0,55.0
790,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.86,36.0,61.0
791,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.5,64.0,61.0
792,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.87,50.0,64.0
793,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,178.0,63.0
794,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.05,138.0,57.0
795,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,59.0,62.0
796,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.86,199.0,59.0
797,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.3,79.0,57.0
798,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,20.0,64.0
799,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.72,66.0,62.0
800,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.05,138.0,57.0
801,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.8300000000000001,36.0,61.0
802,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.88,131.0,63.0
803,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.3,78.0,57.0
804,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.8300000000000001,10.0,66.0
805,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.8300000000000001,52.0,63.0
806,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.05,139.0,57.0
807,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.88,32.0,62.0
808,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.87,140.0,63.0
809,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.3,79.0,57.0
810,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,88.0,69.0
811,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,167.0,65.0
812,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.05,139.0,57.0
813,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.88,57.0,51.0
814,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.8400000000000001,219.0,56.0
815,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.3,78.0,57.0
816,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.88,27.0,66.0
817,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.78,66.0,67.0
818,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.05,139.0,57.0
819,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.89,18.0,58.0
820,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.88,90.0,58.0
821,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.3,79.0,57.0
822,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.88,11.0,60.0
823,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.88,36.0,64.0
824,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.05,140.0,57.0
825,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,22.0,59.0
826,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.81,71.0,64.0
827,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.3,79.0,57.0
828,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,54.0,69.0
829,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.81,189.0,66.0
830,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.49,144.0,61.0
831,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.8400000000000001,49.0,60.0
832,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.8400000000000001,231.0,63.0
833,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.32,78.0,57.0
834,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.8400000000000001,21.0,67.0
835,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.8200000000000001,60.0,64.0
836,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.49,143.0,61.0
837,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.81,28.0,65.0
838,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.8400000000000001,152.0,61.0
839,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.32,80.0,57.0
840,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.87,16.0,64.0
841,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.78,54.0,64.0
842,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.49,144.0,61.0
843,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.8300000000000001,19.0,63.0
844,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.81,133.0,61.0
845,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.32,78.0,57.0
846,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,49.0,68.0
847,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.85,160.0,68.0
848,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.49,141.0,61.0
849,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.67,54.0,56.0
850,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.88,165.0,63.0
851,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.32,78.0,57.0
852,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,28.0,66.0
853,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,65.0,67.0
854,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.49,142.0,61.0
855,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.89,36.0,66.0
856,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,113.0,62.0
857,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.32,78.0,57.0
858,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.88,11.0,63.0
859,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.8400000000000001,41.0,63.0
860,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.49,141.0,61.0
861,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,23.0,64.0
862,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.88,65.0,63.0
863,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.32,79.0,57.0
864,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,adam,0.86,7.0,54.0
865,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,sgd,0.89,19.0,67.0
866,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
867,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,adam,0.77,7.0,58.0
868,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,sgd,0.88,21.0,57.0
869,none,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,lbfgs,0.32,5.0,66.0
870,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,adam,0.88,2.0,52.0
871,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,sgd,0.88,5.0,52.0
872,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
873,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,adam,0.8400000000000001,3.0,56.0
874,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,sgd,0.79,6.0,48.0
875,none,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,lbfgs,0.32,7.0,66.0
876,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,adam,0.87,1.0,52.0
877,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,sgd,0.85,3.0,50.0
878,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
879,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,adam,0.89,2.0,57.0
880,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,sgd,0.8400000000000001,3.0,44.0
881,none,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,lbfgs,0.32,7.0,66.0
