,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
882,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,adam,0.74,4.0,64.0
883,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,sgd,0.88,17.0,72.0
884,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
885,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,adam,0.87,7.0,55.0
886,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,sgd,0.89,20.0,60.0
887,none,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,lbfgs,0.32,7.0,66.0
888,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,adam,0.88,2.0,60.0
889,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,sgd,0.88,5.0,63.0
890,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
891,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,adam,0.87,2.0,57.0
892,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,sgd,0.88,7.0,59.0
893,none,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,lbfgs,0.32,7.0,66.0
894,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,adam,0.89,1.0,63.0
895,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,sgd,0.89,2.0,55.0
896,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
897,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,adam,0.8400000000000001,1.0,56.0
898,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,sgd,0.89,3.0,50.0
899,none,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.32,7.0,66.0
900,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,adam,0.88,9.0,58.0
901,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.86,17.0,64.0
902,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.87,4.0,58.0
903,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.8400000000000001,8.0,61.0
904,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.89,18.0,59.0
905,none,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
906,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,adam,0.89,2.0,51.0
907,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.88,5.0,52.0
908,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.87,4.0,58.0
909,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.8300000000000001,3.0,55.0
910,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.79,6.0,48.0
911,none,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
912,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,adam,0.87,1.0,52.0
913,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.85,3.0,50.0
914,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.87,4.0,58.0
915,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.89,2.0,57.0
916,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.8400000000000001,3.0,44.0
917,none,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
918,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,adam,0.8400000000000001,8.0,69.0
919,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.81,18.0,70.0
920,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.87,4.0,58.0
921,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.89,3.0,53.0
922,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.89,20.0,70.0
923,none,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
924,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,adam,0.85,1.0,59.0
925,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.87,5.0,57.0
926,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.87,4.0,58.0
927,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.88,2.0,58.0
928,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.89,6.0,55.0
929,none,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
930,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,adam,0.88,1.0,67.0
931,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.87,2.0,58.0
932,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.87,3.0,58.0
933,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.8400000000000001,1.0,56.0
934,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.89,3.0,50.0
935,none,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.79,7.0,64.0
936,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.89,15.0,72.0
937,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.8400000000000001,31.0,71.0
938,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.02,73.0,60.0
939,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.8,10.0,66.0
940,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.86,40.0,65.0
941,none,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
942,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.88,5.0,67.0
943,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.89,18.0,69.0
944,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.02,73.0,60.0
945,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.89,8.0,65.0
946,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.87,19.0,61.0
947,none,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
948,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.8400000000000001,2.0,58.0
949,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.85,7.0,49.0
950,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.02,75.0,60.0
951,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.87,8.0,62.0
952,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.85,20.0,60.0
953,none,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
954,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.74,10.0,61.0
955,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.89,34.0,62.0
956,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.02,75.0,60.0
957,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.88,16.0,62.0
958,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.75,38.0,61.0
959,none,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
960,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.75,5.0,67.0
961,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.88,16.0,68.0
962,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.02,74.0,60.0
963,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.77,7.0,48.0
964,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.88,21.0,67.0
965,none,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
966,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.87,1.0,62.0
967,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.89,9.0,71.0
968,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.02,74.0,60.0
969,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.89,3.0,56.0
970,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.88,14.0,58.0
971,none,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.86,37.0,63.0
972,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.89,14.0,63.0
973,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.85,30.0,61.0
974,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,83.0,62.0
975,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.8200000000000001,16.0,61.0
976,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.8,41.0,66.0
977,none,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.5,39.0,66.0
978,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.89,3.0,67.0
979,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.87,17.0,65.0
980,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,82.0,62.0
981,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.86,9.0,65.0
982,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.86,21.0,60.0
983,none,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.5,39.0,66.0
984,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.8300000000000001,1.0,58.0
985,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.85,6.0,49.0
986,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,83.0,62.0
987,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.89,8.0,65.0
988,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.85,20.0,59.0
989,none,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.5,39.0,66.0
990,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.88,6.0,55.0
991,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.88,36.0,65.0
992,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,82.0,62.0
993,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.72,14.0,38.0
994,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.89,48.0,59.0
995,none,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.5,39.0,66.0
996,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.88,6.0,72.0
997,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.89,15.0,71.0
998,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,83.0,62.0
999,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.8200000000000001,13.0,60.0
1000,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.88,22.0,66.0
1001,none,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.5,40.0,66.0
1002,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.88,4.0,66.0
1003,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.87,8.0,70.0
1004,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.060000000000000005,82.0,62.0
1005,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.89,4.0,62.0
1006,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.88,14.0,57.0
1007,none,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.5,40.0,66.0
1008,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.88,19.0,60.0
1009,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,61.0,61.0
1010,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.05,77.0,61.0
1011,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,34.0,65.0
1012,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.87,73.0,61.0
1013,none,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,45.0,60.0
1014,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.8400000000000001,8.0,62.0
1015,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.88,23.0,63.0
1016,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.05,76.0,61.0
1017,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.89,14.0,50.0
1018,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.85,37.0,56.0
1019,none,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,60.0
1020,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,59.0
1021,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,62.0
1022,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.05,76.0,61.0
1023,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,6.0,61.0
1024,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.88,34.0,59.0
1025,none,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,60.0
1026,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.8,28.0,51.0
1027,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.73,68.0,59.0
1028,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.05,75.0,61.0
1029,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.59,17.0,33.0
1030,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.78,81.0,62.0
1031,none,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,46.0,60.0
1032,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.87,8.0,69.0
1033,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.86,26.0,63.0
1034,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.05,77.0,61.0
1035,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.8400000000000001,15.0,46.0
1036,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,40.0,60.0
1037,none,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,60.0
1038,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.87,3.0,59.0
1039,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,13.0,61.0
1040,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.05,76.0,61.0
1041,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,7.0,49.0
1042,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.88,28.0,66.0
1043,none,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,45.0,60.0
1044,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.8200000000000001,21.0,70.0
1045,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.86,69.0,61.0
1046,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,59.0
1047,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.79,24.0,58.0
1048,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.88,72.0,58.0
1049,none,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,44.0,59.0
1050,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,7.0,69.0
1051,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.88,23.0,64.0
1052,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,59.0
1053,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.88,12.0,67.0
1054,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.88,37.0,59.0
1055,none,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,43.0,59.0
1056,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.74,3.0,58.0
1057,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,61.0
1058,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,59.0
1059,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,6.0,61.0
1060,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,38.0,58.0
1061,none,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,42.0,59.0
1062,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.88,28.0,54.0
1063,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.88,71.0,58.0
1064,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,59.0
1065,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.75,15.0,24.0
1066,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.87,85.0,69.0
1067,none,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,43.0,59.0
1068,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,10.0,68.0
1069,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,26.0,65.0
1070,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,59.0
1071,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.89,18.0,52.0
1072,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,40.0,61.0
1073,none,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,41.0,59.0
1074,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.88,4.0,61.0
1075,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,13.0,52.0
1076,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,76.0,59.0
1077,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,6.0,45.0
1078,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,28.0,64.0
1079,none,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.41000000000000003,42.0,59.0
1080,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,adam,0.88,6.0,54.0
1081,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,sgd,0.89,21.0,56.0
1082,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
1083,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,adam,0.88,6.0,54.0
1084,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,sgd,0.87,18.0,54.0
1085,none,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1086,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,adam,0.88,2.0,53.0
1087,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,sgd,0.88,5.0,50.0
1088,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
1089,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,adam,0.89,4.0,56.0
1090,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,sgd,0.85,6.0,49.0
1091,none,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1092,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,adam,0.89,1.0,52.0
1093,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,sgd,0.89,3.0,51.0
1094,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,lbfgs,0.89,3.0,62.0
1095,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,adam,0.89,2.0,56.0
1096,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,sgd,0.89,3.0,41.0
1097,none,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1098,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,adam,0.8400000000000001,5.0,62.0
1099,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,sgd,0.88,19.0,71.0
1100,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,lbfgs,0.89,3.0,62.0
1101,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,adam,0.89,3.0,50.0
1102,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,sgd,0.78,16.0,57.0
1103,none,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1104,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,adam,0.89,2.0,62.0
1105,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,sgd,0.89,5.0,53.0
1106,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
1107,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,adam,0.89,2.0,55.0
1108,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,sgd,0.89,5.0,41.0
1109,none,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1110,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,adam,0.89,1.0,55.0
1111,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,sgd,0.88,2.0,58.0
1112,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,lbfgs,0.89,4.0,62.0
1113,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,adam,0.86,1.0,49.0
1114,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,sgd,0.88,3.0,50.0
1115,none,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.4,7.0,49.0
1116,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,adam,0.8400000000000001,9.0,50.0
1117,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.86,14.0,54.0
1118,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1119,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.85,8.0,60.0
1120,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.89,18.0,59.0
1121,none,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
1122,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,adam,0.88,2.0,50.0
1123,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.88,5.0,50.0
1124,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1125,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.89,3.0,55.0
1126,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.8400000000000001,6.0,47.0
1127,none,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
1128,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,adam,0.89,1.0,52.0
1129,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.89,3.0,52.0
1130,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1131,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.89,2.0,56.0
1132,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.88,2.0,42.0
1133,none,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
